;;15.06.2020 21:18:48
;;00:02:33
;;
;;
0;0,0493
0,2;0,049
0,4;0,0491
0,6;0,0489
0,8;0,0491
1;0,0489
1,2;0,0489
1,4;0,0488
1,6;0,0487
1,8;0,0487
2;0,0485
2,2;0,0485
2,4;0,0484
2,6;0,0482
2,8;0,0481
3;0,0479
3,2;0,048
3,4;0,0481
3,6;0,0479
3,8;0,0477
4;0,0475
4,2;0,0475
4,4;0,0475
4,6;0,0473
4,8;0,0474
5;0,0473
5,2;0,0472
5,4;0,047
5,6;0,0468
5,8;0,0468
6;0,0468
6,2;0,0467
6,4;0,0467
6,6;0,0466
6,8;0,0466
7;0,0465
7,2;0,0464
7,4;0,0461
7,6;0,0462
7,8;0,0459
8;0,046
8,2;0,0457
8,4;0,0459
8,6;0,0459
8,8;0,0458
9;0,0455
9,2;0,0455
9,4;0,0453
9,6;0,0454
9,8;0,0453
10;0,0452
10,2;0,0451
10,4;0,045
10,6;0,0448
10,8;0,0449
11;0,0447
11,2;0,0448
11,4;0,0444
11,6;0,0446
11,8;0,0443
12;0,0444
12,2;0,0443
12,4;0,0441
12,6;0,0441
12,8;0,044
13;0,0439
13,2;0,0439
13,4;0,0439
13,6;0,0436
13,8;0,0437
14;0,0435
14,2;0,0435
14,4;0,0433
14,6;0,0432
14,8;0,0431
15;0,0431
15,2;0,0432
15,4;0,0432
15,6;0,043
15,8;0,0428
16;0,043
16,2;0,0428
16,4;0,0428
16,6;0,0428
16,8;0,0427
17;0,0428
17,2;0,0428
17,4;0,0429
17,6;0,0427
17,8;0,0424
18;0,0426
18,2;0,0424
18,4;0,0423
18,6;0,0422
18,8;0,0424
19;0,0422
19,2;0,0422
19,4;0,042
19,6;0,042
19,8;0,0418
20;0,0418
20,2;0,0418
20,4;0,0414
20,6;0,0416
20,8;0,0415
21;0,0412
21,2;0,0413
21,4;0,0412
21,6;0,0411
21,8;0,0411
22;0,041
22,2;0,0409
22,4;0,0409
22,6;0,0409
22,8;0,0408
23;0,0408
23,2;0,0404
23,4;0,0404
23,6;0,0404
23,8;0,0405
24;0,0402
24,2;0,04
24,4;0,04
24,6;0,0398
24,8;0,0398
25;0,0399
25,2;0,0403
25,4;0,0407
25,6;0,0419
25,8;0,0441
26;0,0484
26,2;0,0559
26,4;0,0684
26,6;0,0893
26,8;0,1233
27;0,1757
27,2;0,2545
27,4;0,3683
27,6;0,5243
27,8;0,7281
28;0,9801
28,2;1,2736
28,4;1,5952
28,6;1,9278
28,8;2,2516
29;2,5493
29,2;2,8072
29,4;3,017
29,6;3,1741
29,8;3,2775
30;3,3294
30,2;3,3336
30,4;3,295
30,6;3,2192
30,8;3,1122
31;2,9794
31,2;2,8266
31,4;2,6592
31,6;2,4817
31,8;2,299
32;2,1144
32,2;1,9317
32,4;1,7541
32,6;1,5837
32,8;1,4221
33;1,2712
33,2;1,1316
33,4;1,0039
33,6;0,8881
33,8;0,7838
34;0,6909
34,2;0,6084
34,4;0,5357
34,6;0,472
34,8;0,4165
35;0,3681
35,2;0,326
35,4;0,29
35,6;0,2597
35,8;0,235
36;0,2168
36,2;0,2082
36,4;0,2151
36,6;0,2488
36,8;0,3307
37;0,4964
37,2;0,7963
37,4;1,281
37,6;1,9731
37,8;2,8418
38;3,806
38,2;4,7705
38,4;5,6604
38,6;6,4337
38,8;7,0764
39;7,5914
39,2;7,9887
39,4;8,2825
39,6;8,4851
39,8;8,6093
40;8,666
40,2;8,6659
40,4;8,6168
40,6;8,5266
40,8;8,4021
41;8,2485
41,2;8,0714
41,4;7,8746
41,6;7,6615
41,8;7,4355
42;7,1991
42,2;6,9544
42,4;6,7035
42,6;6,4481
42,8;6,1896
43;5,9293
43,2;5,668
43,4;5,4069
43,6;5,1471
43,8;4,8893
44;4,6341
44,2;4,3823
44,4;4,1345
44,6;3,8917
44,8;3,6538
45;3,4219
45,2;3,1963
45,4;2,9779
45,6;2,7666
45,8;2,5631
46;2,3681
46,2;2,1816
46,4;2,0041
46,6;1,8357
46,8;1,6772
47;1,5278
47,2;1,3884
47,4;1,2585
47,6;1,138
47,8;1,0271
48;0,9251
48,2;0,8321
48,4;0,7475
48,6;0,6708
48,8;0,6018
49;0,5397
49,2;0,4843
49,4;0,4346
49,6;0,3907
49,8;0,3517
50;0,3171
50,2;0,2866
50,4;0,2596
50,6;0,2358
50,8;0,2148
51;0,1965
51,2;0,1803
51,4;0,1658
51,6;0,1532
51,8;0,1422
52;0,1323
52,2;0,1233
52,4;0,1157
52,6;0,1089
52,8;0,1028
53;0,0973
53,2;0,0922
53,4;0,0879
53,6;0,084
53,8;0,0804
54;0,0772
54,2;0,074
54,4;0,0717
54,6;0,069
54,8;0,0669
55;0,0649
55,2;0,063
55,4;0,0614
55,6;0,0596
55,8;0,0583
56;0,0572
56,2;0,0555
56,4;0,0544
56,6;0,0534
56,8;0,0524
57;0,0515
57,2;0,0505
57,4;0,0498
57,6;0,0491
57,8;0,0482
58;0,0475
58,2;0,047
58,4;0,0463
58,6;0,0455
58,8;0,0451
59;0,0444
59,2;0,0438
59,4;0,0434
59,6;0,0429
59,8;0,0425
60;0,042
60,2;0,0415
60,4;0,0413
60,6;0,0409
60,8;0,0403
61;0,0401
61,2;0,0398
61,4;0,0394
61,6;0,039
61,8;0,0389
62;0,0385
62,2;0,0382
62,4;0,0377
62,6;0,0376
62,8;0,0372
63;0,0369
63,2;0,0367
63,4;0,0365
63,6;0,0361
63,8;0,036
64;0,0358
64,2;0,0355
64,4;0,0353
64,6;0,035
64,8;0,0348
65;0,0345
65,2;0,0341
65,4;0,0343
65,6;0,0341
65,8;0,0338
66;0,0336
66,2;0,0333
66,4;0,0332
66,6;0,0329
66,8;0,0328
67;0,0326
67,2;0,0324
67,4;0,0321
67,6;0,0319
67,8;0,0319
68;0,0316
68,2;0,0313
68,4;0,0314
68,6;0,0312
68,8;0,031
69;0,0309
69,2;0,0303
69,4;0,0303
69,6;0,0305
69,8;0,0303
70;0,03
70,2;0,03
70,4;0,0298
70,6;0,0295
70,8;0,0294
71;0,0293
71,2;0,029
71,4;0,0289
71,6;0,0289
71,8;0,0287
72;0,0285
72,2;0,0284
72,4;0,0281
72,6;0,0281
72,8;0,0278
73;0,0279
73,200000000001;0,0277
73,400000000001;0,0277
73,600000000001;0,0274
73,800000000001;0,0275
74,000000000001;0,0274
74,200000000001;0,0269
74,400000000001;0,0271
74,600000000001;0,0269
74,800000000001;0,0267
75,000000000001;0,0267
75,200000000001;0,0266
75,400000000001;0,0264
75,600000000001;0,0264
75,800000000001;0,0263
76,000000000001;0,026
76,200000000001;0,026
76,400000000001;0,0258
76,600000000001;0,0256
76,800000000001;0,0258
77,000000000001;0,0256
77,200000000001;0,0254
77,400000000001;0,0252
77,600000000001;0,0254
77,800000000001;0,0253
78,000000000001;0,0251
78,200000000001;0,025
78,400000000001;0,0248
78,600000000001;0,0248
78,800000000001;0,0246
79,000000000001;0,0248
79,200000000001;0,0244
79,400000000001;0,0242
79,600000000001;0,0241
79,800000000001;0,0242
80,000000000001;0,0241
80,200000000001;0,0239
80,400000000001;0,0238
80,600000000001;0,0237
80,800000000001;0,0235
81,000000000001;0,0236
81,200000000001;0,0235
81,400000000001;0,0233
81,600000000001;0,0231
81,800000000001;0,0232
82,000000000001;0,0228
82,200000000001;0,023
82,400000000001;0,0229
82,600000000001;0,0228
82,800000000001;0,0227
83,000000000001;0,0226
83,200000000001;0,0226
83,400000000001;0,0227
83,600000000001;0,0226
83,800000000001;0,0228
84,000000000001;0,0228
84,200000000001;0,0224
84,400000000001;0,0224
84,600000000001;0,0224
84,800000000001;0,0221
85,000000000001;0,0221
85,200000000001;0,0221
85,400000000001;0,0219
85,600000000001;0,0219
85,800000000001;0,0219
86,000000000001;0,0219
86,200000000001;0,0216
86,400000000001;0,0215
86,600000000001;0,0214
86,800000000001;0,0213
87,000000000001;0,0212
87,200000000001;0,0211
87,400000000001;0,0212
87,600000000001;0,0211
87,800000000001;0,021
88,000000000001;0,0208
88,200000000001;0,0208
88,400000000001;0,0207
88,600000000001;0,0206
88,800000000001;0,0204
89,000000000001;0,0204
89,200000000001;0,0204
89,400000000001;0,0205
89,600000000001;0,0202
89,800000000001;0,0201
90,000000000001;0,0202
90,200000000001;0,0198
90,400000000001;0,0199
90,600000000001;0,0199
90,800000000001;0,0199
91,000000000001;0,0196
91,200000000001;0,0196
91,400000000001;0,0195
91,600000000001;0,0194
91,800000000001;0,0193
92,000000000001;0,0193
92,200000000001;0,0192
92,400000000001;0,019
92,600000000001;0,0192
92,800000000001;0,0189
93,000000000001;0,0189
93,200000000001;0,0189
93,400000000001;0,0188
93,600000000001;0,0186
93,800000000001;0,0184
94,000000000001;0,0186
94,200000000001;0,0183
94,400000000001;0,0184
94,600000000001;0,0184
94,800000000001;0,0179
95,000000000001;0,018
95,200000000001;0,0179
95,400000000001;0,0179
95,600000000001;0,0176
95,800000000001;0,0176
96,000000000001;0,0177
96,200000000001;0,0176
96,400000000001;0,0173
96,600000000001;0,0173
96,800000000001;0,0172
97,000000000001;0,0173
97,200000000001;0,0171
97,400000000001;0,0171
97,600000000001;0,0171
97,800000000001;0,0169
98,000000000001;0,0167
98,200000000001;0,0167
98,400000000001;0,0166
98,600000000001;0,0165
98,800000000001;0,0166
99,000000000001;0,0164
99,200000000001;0,0163
99,400000000001;0,0163
99,600000000001;0,0162
99,800000000001;0,0161
100;0,0161
100,2;0,016
100,4;0,0159
100,6;0,0157
100,8;0,0159
101;0,0157
101,2;0,0154
101,4;0,0155
101,6;0,0155
101,8;0,0153
102;0,0153
102,2;0,0152
102,4;0,0151
102,6;0,0151
102,8;0,0151
103;0,0149
103,2;0,0148
103,4;0,0148
103,6;0,0148
103,8;0,0147
104;0,0145
104,2;0,0144
104,4;0,0143
104,6;0,0144
104,8;0,0142
105;0,0139
105,2;0,0139
105,4;0,014
105,6;0,0139
105,8;0,0139
106;0,0139
106,2;0,0139
106,4;0,0136
106,6;0,0137
106,8;0,0136
107;0,0135
107,2;0,0133
107,4;0,0134
107,6;0,0132
107,8;0,0134
108;0,0131
108,2;0,0131
108,4;0,013
108,6;0,0131
108,8;0,0129
109;0,013
109,2;0,0127
109,4;0,0126
109,6;0,0127
109,8;0,0125
110;0,0123
110,2;0,0123
110,4;0,0123
110,6;0,0122
110,8;0,012
111;0,012
111,2;0,0121
111,4;0,012
111,6;0,012
111,8;0,0117
112;0,0117
112,2;0,0115
112,4;0,0116
112,6;0,0114
112,8;0,0113
113;0,0114
113,2;0,0114
113,4;0,0112
113,6;0,0112
113,8;0,011
114;0,0111
114,2;0,0109
114,4;0,0108
114,6;0,0109
114,8;0,0109
115;0,0106
115,2;0,0107
115,4;0,0106
115,6;0,0104
115,8;0,0106
116;0,0104
116,2;0,0104
116,4;0,0102
116,6;0,0101
116,8;0,0101
117;0,01
117,2;0,01
117,4;0,0099
117,6;0,01
117,8;0,0098
118;0,0096000000000001
118,2;0,0097
118,4;0,0096000000000001
118,6;0,0097
118,8;0,0095000000000001
119;0,0095000000000001
119,2;0,0093000000000001
119,4;0,0091000000000001
119,6;0,0091000000000001
119,8;0,0091000000000001
120;0,0091000000000001
120,2;0,0086999999999999
120,4;0,0086999999999999
120,6;0,0087999999999999
120,8;0,0088999999999999
121;0,0085999999999999
121,2;0,0086999999999999
121,4;0,0085
121,6;0,0086999999999999
121,8;0,0085999999999999
122;0,0084
