0;0,0437
1;0,0437
2;0,043500000000001
3;0,043600000000001
4;0,0433
5;0,0423
6;0,0305
7;0,0072000000000001
8;0
9;0,0079000000000002
10;0,022
11;0,034000000000001
12;0,0427
13;0,049200000000001
14;0,0536
15;0,056500000000001
16;0,0589
17;0,0605
18;0,0623
19;0,0631
20;0,064100000000001
21;0,0646
22;0,0652
23;0,066000000000001
24;0,0661
25;0,0662
26;0,0667
27;0,0669
28;0,067
29;0,067
30;0,066800000000001
31;0,067
32;0,0667
33;0,0662
34;0,0663
35;0,0663
36;0,065700000000001
37;0,0655
38;0,0654
39;0,0652
40;0,064900000000001
41;0,0648
42;0,0652
43;0,065700000000001
44;0,065300000000001
45;0,0644
46;0,063400000000001
47;0,063000000000001
48;0,0632
49;0,0629
50;0,063300000000001
51;0,0635
52;0,0639
53;0,063800000000001
54;0,0636
55;0,0635
56;0,063400000000001
57;0,063300000000001
58;0,063000000000001
59;0,0631
60;0,063000000000001
61;0,0631
62;0,063300000000001
63;0,0635
64;0,064100000000001
65;0,084700000000001
66;0,2668
67;1,2682
68;4,4774
69;9,8294
70;13,9138
71;14,2318
72;11,5335
73;7,8328
74;4,6603
75;2,5547
76;1,3656
77;0,7536
78;0,5076
79;0,9681
80;4,9709
81;18,4181
82;35,0101
83;43,2426
84;43,1405
85;38,2787
86;31,3803
87;24,069
88;17,0446
89;11,4204
90;7,166
91;4,2591
92;2,4542
93;1,4188
94;0,8527
95;0,548
96;0,381
97;0,286
98;0,2295
99;0,1937
100;0,1699
101;0,1533
102;0,1408
103;0,1314
104;0,1237
105;0,1177
106;0,1131
107;0,1085
108;0,1052
109;0,1014
110;0,0989
111;0,096500000000001
112;0,094
113;0,091900000000001
114;0,090000000000001
115;0,0894
116;0,0875
117;0,086
118;0,0846
119;0,0834
120;0,0825
121;0,0814
122;0,080900000000001
123;0,0804
124;0,0808
125;0,083600000000001
126;0,091
127;0,1018
128;0,1156
129;0,127
130;0,1341
131;0,1354
132;0,133
133;0,1268
134;0,1192
135;0,1111
136;0,103
137;0,095700000000001
138;0,089600000000001
139;0,0842
140;0,080500000000001
141;0,077400000000001
142;0,0754
143;0,074000000000001
144;0,074400000000001
145;0,0749
146;0,0765
147;0,0791
148;0,0811
149;0,083200000000001
150;0,0845
151;0,0844
152;0,0838
153;0,082000000000001
154;0,080100000000001
155;0,0772
156;0,0747
